Name	Set	ImageFile	Rarity	Unique	Printable	CollectorsInfo	Type	Cost	Mission/DilemmaType	Span	Points	Quadrant	Affiliation	Icons	Staff	Keywords	Class	Species	Skills	Integrity/Range	Cunning/Weapons	Strength/Shields	Text
Farek Distrusting Doctor	PP	ST2E-EN22038	V	Y	Y	22V038	Personnel	2					[Fer]	[Stf]				Ferengi	Acquisition 2 Medical 2 Treachery	2	6	4	When this personnel or a Ferengi personnel present is about to be killed by a dilemma, you may remove a non-Ferengi personnel beneath your Ferenginar from the game to prevent that.
Amaros Freedom Fighter	PP	ST2E-EN22039	V	Y	Y	22V039	Personnel	2					[NA]	[Cmd] [Maq]				Human	Astrometrics Engineer Navigation Treachery	4	5	6	When you play this personnel, you may discard any number of [Maq] cards from hand to download an equal number of cards. Those cards must have different titles and be events, interrupts or [Maq] ships.
Berlinghoff Rasmussen Temporal "Historian"	PP	ST2E-EN22040	V	Y	Y	22V040	Personnel	2					[NA]	[Pa]		Thief. 		Human	Anthropology Archaeology Treachery	4	6	4	Order - Stop this personnel to take command of an equipment present that you do not own. Order - If this personnel is on an opponent's planet mission, stop him to give command of an equipment present you command but do not own to that opponent to score 5 points.
Ibboko Kreetassan Chancellor	PP	ST2E-EN22041	V	Y	Y	22V041	Personnel	4					[NA]	[Cmd] [Pa]				Kreetassan	Biology Law 2 Leadership	7	6	5	When you play this personnel, you may download a Ritual event or a Kreetassan personnel. When a Ritual event you own is removed from the game you may discard a card from hand to take that Ritual event and place it in your core.
Laavros Kreetassan Civil Servant	PP	ST2E-EN22042	V	Y	Y	22V042	Personnel	2					[NA]	[Stf] [Pa]				Kreetassan	Archaeology Diplomacy	7	5	5	When a personnel present who has a cost of 4 or more is killed by a dilemma, you may stop this personnel to download a personnel of the same affiliation as that killed personnel and place him or her with this personnel. That personnel joins the mission attempt.
Punull	PP	ST2E-EN22043	V	N	Y	22V043	Personnel	4					[NA]	[Stf] [Pa]				Kreetassan	Geology Law Medical Science	6	5	5	When you play this personnel you may download up to four cards that have different titles. Then choose an opponent. He or she chooses two of those cards to be removed from the game.
Karina Hindering Analyst	PP	ST2E-EN22044	V	Y	Y	22V044	Personnel	4					[Rom]	[Cmd]				Romulan	Anthropology Intelligence Physics Science Treachery	3	6	5	When your [Rom] personnel present is about to be stopped by a dilemma, if you have more cards in hand than each opponent, discard an event from hand to prevent that.
Ruwon Hindering Analyst	PP	ST2E-EN22045	V	Y	Y	22V045	Personnel	4					[Rom]	[Cmd]				Romulan	Diplomacy Intelligence Leadership Security Treachery	3	5	6	When your [Rom] personnel present is about to be killed by a dilemma, if you have more cards in hand than each opponent, discard an event from hand to prevent that.
Charles Tucker III Damaged Engineer	PP	ST2E-EN22046	V	Y	Y	22V046	Personnel	2					[SF]	[Cmd] [Pa]				Human	2 Engineer Physics Transporters	5	6	6	Order - If this personnel is aboard your ship at a Region: Delphic Expanse mission, discard a card from hand to remove a Damage card from that ship. You may only do this once each turn.
Jonathan Archer Damaged Captain	PP	ST2E-EN22047	V	Y	Y	22V047	Personnel	4					[SF]	[Cmd] [Pa]		Commander: Enterprise. 		Human	Astrometrics Diplomacy Engineer Leadership Officer Physics Security	5	6	6	While this personnel in facing a dilemma that does not require a skill at a Region: Delphic Expanse mission, you may exclude him and each of your [SF] personnel present from random selections.
Malcolm Reed Damaged Security Officer	PP	ST2E-EN22048	V	Y	Y	22V048	Personnel	2					[SF]	[Stf] [Pa]				Human	Officer Physics Security	5	5	6	When an engagement involving this personnel at a Region: Delphic Expanse mission begins, you may discard a random card from hand to prevent that engagement and stop each personnel and ship involved.
Phlox Damaged Doctor	PP	ST2E-EN22049	V	Y	Y	22V049	Personnel	2					[SF]	[Stf] [Pa]				Denobulan	Anthropology Biology Exobiology Medical	5	6	5	When a personnel present is about to be killed by a dilemma, if this personnel is at a Region: Delphic Expanse mission, you may return that personnel to his or her owner's hand.
T'Pol Damaged Science Officer	PP	ST2E-EN22050	V	Y	Y	22V050	Personnel	4					[SF]	[Cmd] [Pa]				Vulcan	Archaeology Engineer Geology Law Physics Programming Science Transporters 	5	7	6	While this personnel is at a Region: Delphic Expanse mission, ignore her next ability. When this personnel is about to face the third dilemma of a mission attempt, stop her.
Travis Mayweather Damaged Navigator	PP	ST2E-EN22051	V	Y	Y	22V051	Personnel	2					[SF]	[Stf] [Pa]				Human	Anthropology Astrometrics Navigation	4	6	5	While this personnel is at a Region: Delphic Expanse mission, if there is a [SF] ship at this mission with unused Range>5, this personnel is attributes +1 and gains Geology, Honor, and Security.
U.S.S. Bozeman Well-Preserved Antique	PP	ST2E-EN22052	V	Y	Y	22V052	Ship	3					[Fed]	[TNG] [Pa]	[Cmd] [Stf]		Soyuz			7	6	6	While a player commands a Temporal event, this ship is Range -3. Order - If this ship is at a non-headquarters mission, stop six personnel aboard to destroy a Temporal event.
Kilhra Hidden Threat	PP	ST2E-EN22053	V	Y	Y	22V053	Ship	6					[Rom]		[Cmd] [Stf] [Stf] [Stf]	Cloaking Device. 	D'deridex			7	9	9	When you lose command of one of your events, you may take a non-dilemma card that you own that was on that event into hand.
Enterprise Damaged Starship	PP	ST2E-EN22054a	V	Y	Y	22V054	Ship	4					[SF]	[Pa]	[Cmd]		NX			6	5	5	While this ship is at a Region: Delphic Expansion mission, you may play [SF] personnel and equipment aboard this ship. While you command a completed Region: Delphic Expanse mission and this ship is at a Region: Delphic Expanse mission, you may play [NA] personnel aboard this ship.
Benjamin Sisko Shipwright	VP	ST2E-EN00006	P	Y	N	0P006	Personnel	4					[Baj]	[Cmd] [DS9]		Commander: Baraka. 		Human	Anthropology Astrometrics Engineer Honor Navigation	7	6	6	While this personnel is aboard a [Baj] ship, it is Range+1.
Borg Queen Perfectionist	VP	ST2E-EN00007	P	Y	N	0P007	Personnel	3					[Bor]	[Cmd]		Commander: Queen's Borg Cube. 		Borg	3 Leadership Treachery	3	8	6	While this personnel is facing a dilemma, each personnel you command but do not own cannot be stopped.
Dukat True Cardassian	VP	ST2E-EN00008	P	Y	N	0P008	Personnel	3					[Car]	[Cmd]		Commander: Naprem. 		Cardassian	Leadership Navigation Officer Programming Security	4	6	6	When an engagement involving this personnel ends, the ship he is aboard and each of your [Car] personnel aboard it are not stopped.  You cannot begin any other engagements this turn.
Kudak'Etan Arrogant First	VP	ST2E-EN00009	P	Y	N	0P009	Personnel	3					[Dom]	[Cmd]		Alpha. Commander: U.S.S. Defiant. 		Jem'Hadar	Astrometrics Leadership Navigation Officer	5	5	8	Order - Discard a Vorta from hand to place this personnel and any number of your Jem'Hadar present aboard a ship at the same mission.
Data Commanding Officer	VP	ST2E-EN00010	P	Y	N	0P010	Personnel	5					[Fed]	[Cmd] [E]		Commander: U.S.S. Southerland. 		Android	Engineer Leadership Officer Physics Programming	6	10	10	Order - Discard a card from hand to name a card.  When an opponent plays that card, score 5 points.  This effect lasts until the start of your next turn.  You may do this only once each turn.
Jean-Luc Picard Starship Captain	VP	ST2E-EN00011	P	Y	N	0P011	Personnel	3					[Fed]	[Cmd] [TNG]		Commander: U.S.S. Enterprise-D. 		Human	Diplomacy Honor Law Leadership Navigation Officer	8	6	6	Order - This personnel loses Diplomacy, Law and Navigation and gains Anthropology, Archaeology and Science until the end of this turn.  You may do this only once each turn.
Gowron Sole Leader of the Empire	VP	ST2E-EN00012	P	Y	N	0P012	Personnel	3					[Kli]	[Cmd]		Chancellor. Commander: I.K.S. Bortas. 		Klingon	Honor Law 2 Leadership Security	6	5	8	When your Honor Klingon is about to be stopped or killed by a dilemma, you may discard a Treachery Klingon from hand to prevent that.  You may do this only once each turn.
Arctus Baran Treasure Seeker	VP	ST2E-EN00013	P	Y	N	0P013	Personnel	2					[NA]	[Cmd]		Commander: Fortune. Smuggler. Thief. 		Alien	Archaeology Officer Security Treachery	2	5	6	When this personnel uses a skill to complete a mission, you may download an Artifact card and place it in your core (if it is an event) or present with this personnel (if it is an equipment).
Velal Reluctant Aggressor	VP	ST2E-EN00014	P	Y	N	0P014	Personnel	2					[Rom]	[Cmd]		Commander: Rovaran. General. 		Romulan	Archaeology Leadership Officer Security	5	6	6	When the player on your right attempts this mission, if you command a Maneuver event, you may draw an extra dilemma and spend one extra in total cost on dilemmas.
Baraka	VP	ST2E-EN00015	P	Y	N	0P015	Ship	2					[Baj]	[DS9]	[Stf]		Shabren			3	0	3	Order - Lose 5 points to make this ship Range +10 until the end of this turn.
Queen's Borg Cube	VP	ST2E-EN00016	P	Y	N	0P016	Ship	7					[Bor]		[Stf] [Stf] [Stf] [Stf] [Stf]		Cube			10	12	11	You may use a card which begins an engagement to begin one involving this ship even if it is at a headquarters mission.
Naprem	VP	ST2E-EN00017	P	Y	N	0P017	Ship	5					[Car]		[Stf] [Stf] [Stf]	Cloaking Device. 	K'Vort			7	8	7	While this ship is at an opponent's planet mission, if your personnel is on that planet, he or she is an Infiltrator.
U.S.S. Defiant Commandeered Warship	VP	ST2E-EN00018abc	P	Y	Y	0P018	Ship	7					[Dom]		[Cmd] [Cmd] [Stf]	Cloaking Device. 	Defiant			8	10	10	To staff this ship, you must have an [Dom] Engineer personnel aboard. Order - If this ship is staffed and at your mission, stop this ship to take an overcome dilemma from beneath that mission and place it face up beneath your [AQ] mission.
U.S.S. Enterprise-D Explorer	VP	ST2E-EN00019	P	Y	N	0P019	Ship	6					[Fed]	[TNG]	[Cmd] [Stf] [Stf] [Stf]		Galaxy			8	8	9	When you complete a space mission requiring Diplomacy, if this ship is at that mission, score 10 points.
U.S.S. Sutherland	VP	ST2E-EN00020	P	Y	N	0P020	Ship	6					[Fed]	[E]	[Cmd] [Stf] [Stf]		Nebula			8	8	8	When you fail a mission attempt at a space mission, if this ship is at that mission, you may discard three cards from hand to place the top card of an opponent's dilemma pile face up beneath this mission.  If you do this, you cannot attempt this mission again this turn.
I.K.S. Bortas	VP	ST2E-EN00021	P	Y	N	0P021	Ship	6					[Kli]		[Cmd] [Stf] [Stf] [Stf]	Cloaking Device. 	Vor'cha			8	9	8	When you win an engagement involving this ship, you may discard a card from hand to download a Maneuver event.
Fortune Raider for Hire	VP	ST2E-EN00022	P	Y	N	0P022	Ship	6					[NA]		[Stf] [Stf] [Stf]		Virayllan			8	7	7	While your Treachery personnel is aboard this ship, he or she is attributes +1 for each Artifact you command (limit +3).
Rovaran	VP	ST2E-EN00023	P	Y	N	0P023	Ship	6					[Rom]		[Cmd] [Stf] [Stf] [Stf]	Cloaking Device. 	D'deridex			7	9	9	When you win an engagement involving this ship, you may examine the loser's hand and choose a card to be removed from the game. Order - Discard a Maneuver card from hand to begin an engagement involving this ship.
Seven of Nine Reclaimed Drone	VP	ST2E-EN0AP001	AP	Y	N	0AP001	Personnel	2					[Fed]	[Stf] [Voy]				Borg	Astrometrics Engineer Exobiology Physics Programming	5	6	6	
T'Pol Austere Commander	VP	ST2E-EN0AP002	AP	Y	N	0AP002	Personnel	2					[SF]	[Cmd] [Pa]				Vulcan	Astrometrics Diplomacy Officer Science	6	7	6	
Borg Queen The One Who Is Many	VP	ST2E-EN0AP003	AP	Y	N	0AP003	Personnel	2					[Bor]	[Cmd]				Borg	Diplomacy 2 Leadership Treachery	4	8	6	
Shinzon Reman Leader	VP	ST2E-EN0AP004	AP	Y	N	0AP004	Personnel	2					[Rom]	[Cmd]				Human	Geology Leadership Officer Security 2 Treachery	1	6	6	
James T. Kirk Youngest Captain in Starfleet	VP	ST2E-EN0AP005	AP	Y	N	0AP005	Personnel	2					[Fed]	[TOS] [Pa]				Human	Diplomacy 2 Honor Leadership	7	6	6	
Kathryn Janeway Clever Captain	VP	ST2E-EN0AP006	AP	Y	N	0AP006	Personnel	2					[Fed]	[Cmd] [Voy]				Human	Diplomacy Engineer 2 Leadership Science	6	6	5	
Charvanek Fleet Commander	VP	ST2E-EN0AP007	AP	Y	N	0AP007	Personnel	2					[Rom]	[Cmd] [Pa]				Romulan	Archaeology Diplomacy Officer Physics Science	5	6	5	
Hoshi Sato Empress	VP	ST2E-EN0AP008	AP	Y	N	0AP008	Personnel	2					[SF]	[Pa] [AU]				Human	Anthropology Diplomacy Officer Programming 2 Treachery	2	6	5	
Persis Loyal Daughter	VP	ST2E-EN0AP009	AP	Y	N	0AP009	Personnel	2					[NA]	[Stf] [Pa]		Genetically Enhanced. 		Human	Astrometrics Engineer Programming	6	8	8	
T'Pol Dutiful Commander	VP	ST2E-EN0AP010	AP	Y	N	0AP010	Personnel	2					[SF]	[Pa] [AU]				Vulcan	Engineer Officer Science Security Treachery	3	7	6	
Stripped Down	VP	ST2E-EN0AP011	AP	N	N	0AP011	Dilemma	1	D														Your opponent moves up to two dilemmas from beneath this mission to another of your non-headquarters missions.
Neras Slave Girl	VP	ST2E-EN0AP012	AP	Y	N	0AP012	Personnel	2					[NA]	[Pa]				Orion	Anthropology	6	5	5	When you play this personnel, you may draw two cards.
Improved Scenery	VP	ST2E-EN0AP013	AP	N	N	0AP013	Interrupt	0															Order - Discard a random card from hand to examine a number of dilemmas on the top of an opponent's dilemma pile equal to the cost of the discarded card. Remove this interrupt from the game.
Ishara Yar Deceitful Soldier	VP	ST2E-EN0AP014	AP	Y	N	0AP014	Personnel	1					[NA]	[Stf]		Infiltrator. 		Human	Engineer Programming Treachery	4	6	6	
Mona Luvsitt Valet	VP	ST2E-EN0AP015	AP	Y	N	0AP015	Personnel	2					[NA]	[Stf]				Hologram	Biology Honor Physics Science	7	6	5	
Elim Garak Federation Agent	VP	ST2E-EN0AP016	AP	Y	N	0AP016	Personnel	2					[Fed]	[Stf] [DS9]				Cardassian	Anthropology Diplomacy Programming	6	6	6	Your Intelligence personnel present are each attributes +1.
Breaking the Ice	TUC	ST2E-EN15001	V	N	Y	15V001	Dilemma	3	S							Persistent. 							Unless you have 3 Geology or two non-Hand Weapon equipment, all your personnel are stopped.
Curt Reprimand	TUC	ST2E-EN15002	V	N	Y	15V002	Dilemma	3	D														Randomly select three personnel. If the cost of any of those personnel is 1 or less, all three are stopped. Otherwise, randomly select one of those personnel to be stopped.
Ferengi Locator Bomb	TUC	ST2E-EN15003	V	N	Y	15V003	Dilemma	3	P														Unless you have Navigation, Physics, and Programming or Acquisition, Treachery, and Cunning>32, randomly select a personnel to be placed on the bottom of his or her owner's deck and all your personnel are stopped.
Instigate Dissension	TUC	ST2E-EN15004	V	N	Y	15V004	Dilemma	4	D														Randomly select two personnel to be stopped. Unless you command one or less headquarters missions, your opponent places this dilemma on one of your headquarters missions. You cannot play personnel at this mission. At the end of each of your turns, you may reveal three different non-[NA] personnel from hand who could be played at this headquarters to remove this dilemma from the game.
Once More Unto the Breach	TUC	ST2E-EN15005	V	N	Y	15V005	Dilemma	3	S														If your opponent commands a staffed Cloaking Device ship at this mission, he or she may begin an engagement between that ship and your ship. That Cloaking Device ship is Weapons +2 until the end of this dilemma. If your opponent wins, randomly select a personnel to be killed and all of your personnel are stopped.
Predictable Response	TUC	ST2E-EN15006	V	N	Y	15V006	Dilemma	0	P							Consume: 1. 							Unless you have Anthropology and Diplomacy or 2 Security, all your [Cmd] personnel are stopped and this dilemma returns to its owner's dilemma pile.
Show Trial	TUC	ST2E-EN15007	V	N	Y	15V007	Dilemma	2	D														Randomly select a personnel who has Leadership or Medical to be stopped. If you have more points than each of your opponents, randomly select an additional personnel to be stopped.
The Conscience of the King	TUC	ST2E-EN15008	V	N	Y	15V008	Dilemma	3	D														Place this dilemma on this mission. Each planet dilemma and space dilemma revealed at this mission is cost -1.
We'll Never Know	TUC	ST2E-EN15009	V	N	Y	15V009	Dilemma	3	P							Persistent. 							Unless you have 3 Physics or two non-Hand Weapon equipment, all your personnel are stopped.
What Lies Beneath	TUC	ST2E-EN15010	V	N	Y	15V010	Dilemma	3	S														Unless you have Archaeology, Geology, and Honor or Anthropology, Treachery, and Cunning>32, randomly select a personnel to be placed on the bottom of his or her owner's deck and all your personnel are stopped.
Debate Over Dinner	TUC	ST2E-EN15011	V	N	Y	15V011	Event	1															Plays on a mission with no dilemmas beneath it (limit one per mission). When a Consume dilemma is revealed at this mission, place one less dilemma under this mission than that Consume dilemma indicates. When a player completes this mission, he or she may score 5 points.
Inexorable Torture	TUC	ST2E-EN15012	V	Y	Y	15V012	Event	0								Punishment. 							To play this event, you must command three [Car] personnel. Plays in your core. When you are about to place a Capture card or a Punishment card in your discard pile, you may discard the top two cards of your deck to place that card on the bottom of your deck instead.
Operation Retrieve	TUC	ST2E-EN15013	V	Y	Y	15V013	Event	0															Plays in your core. When you are about to place an interrupt in your discard pile, if your opponent's personnel is facing a dilemma you own, you may place that interrupt on the bottom of your deck instead.
Strength of Spirit	TUC	ST2E-EN15014	V	N	Y	15V014	Event	1															Plays in your core. At the start of each of your turns, if you command three different species, you may place this event on the bottom of your deck to download a [SF] Human who has a cost of 3 or less.
The Cost of Freedom	TUC	ST2E-EN15015	V	N	Y	15V015	Event	2															Plays in your core. At the start of your Execute Orders segment, discard the top three cards of your deck. For each event you discarded this way, each of your [Car] personnel is attributes +1 until the end of the turn. If you do not discard an event this way, all of your [Car] personnel are stopped.
The Void Alliance	TUC	ST2E-EN15016	V	N	Y	15V016	Event	2															To play this event, you must command three [Voy] personnel. Plays in your core. When your personnel is facing a dilemma, you may give command of this event to the player on your left to have that personnel gain a skill of your choice until the end of that dilemma (move this event to his or her core).
Treasured Collectibles	TUC	ST2E-EN15017	V	N	Y	15V017	Event	0															To play this event, you must command three [Fer] personnel. Place a number of your equipment with a total cost of 3 or more on the bottom of their owner's deck to spend an additional 7 counters this turn. Destroy this event.
What You Leave Behind	TUC	ST2E-EN15018	V	N	Y	15V018	Event	0								Temporal. 							Discard a card from hand to take the bottom two cards of your deck and place them on the top of their owner's decks in random order. Remove this event from the game.
Shall We Not Revenge?	TUC	ST2E-EN15019	V	N	Y	15V019	Interrupt	0															When an opponent's personnel uses his or her Anthropology, Astrometrics, Diplomacy, or Security, if he or she is facing a dilemma you own, place the top card of your dilemma pile face down beneath your dilemma stack to kill that personnel. Place this interrupt on the bottom of your deck.
Surprise Amity	TUC	ST2E-EN15020	V	N	Y	15V020	Interrupt	0															When your opponent’s mission attempt ends, if that opponent has more points than you, stop each of that opponent’s personnel. Place this interrupt on the bottom of your deck.
The Perils of Peacemaking	TUC	ST2E-EN15021	V	N	Y	15V021	Interrupt	0															When a dilemma you own is revealed, the opponent on your left takes a copy of that dilemma from his or her dilemma pile and removes it from the game. That opponent shuffles and replaces his or her dilemma pile face down. Place this interrupt on the bottom of your deck.
Warrior's Resolve	TUC	ST2E-EN15022	V	N	Y	15V022	Interrupt	0															Order - Randomly select a card in your discard pile to be removed from the game. If that card was a [Kli] personnel, add that personnel's cost to the attributes of each of your [Kli] ships until the end of turn. Place this interrupt on the bottom of your deck.
Aid Legendary Civilization	TUC	ST2E-EN15023	V	Y	Y	15V023	Mission	0	P	2	35	A	Any						Biology, Diplomacy, Exobiology, Medical, and Cunning>34				When you complete this mission, place up to 12 total cost of your personnel beneath their owners' decks. Your opponents must place their personnel with at least the same total cost beneath their owners' decks.
Breach Barrier	TUC	ST2E-EN15024	V	Y	Y	15V024	Mission	0	S	4	40	A	Any			Region: Great Barrier. 			Engineer, Navigation, 2 Science, and Cunning>40				"When you are about to complete this mission, if an opponent has more points than you, choose one - score 5 points; unstop all your personnel; or restore Range of each ship you command."
Kira Nerys Rescuer	TUC	ST2E-EN15025	V	Y	Y	15V025	Personnel	3					[Baj]	[Cmd] [DS9]				Bajoran	Honor Leadership Navigation Security	6	6	6	"When you play this personnel, you may choose one: take up to two of your [Baj] personnel from your discard pile into hand; or place the bottom two cards of your deck in your discard pile."
Vaatrik Pallra Seductive Manipulator	TUC	ST2E-EN15026	V	Y	Y	15V026	Personnel	2					[Baj]					Bajoran	Acquisition Anthropology Treachery	4	6	4	When this personnel begins a mission attempt, you may remove a non-[Baj] personnel in your discard pile from the game to download a [Baj] personnel.
Harvest Drone	TUC	ST2E-EN15027	V	N	Y	15V027	Personnel	5					[Bor]	[Stf] [Pa]		Drone. 		Borg	Engineer Exobiology Security	5	5	5	When you take command of a personnel that you do not own, you may randomly select an opponent's personnel present with this personnel, take command of him or her, and place this personnel on the bottom of your deck.
Synergy Drone	TUC	ST2E-EN15028	V	N	Y	15V028	Personnel	2					[Bor]	[Stf] [Pa]		Drone. 		Borg		4	4	4	When this personnel gains a skill he does not already have, he is attributes +1 until the end of the turn (limit +4).
Three of Twelve Specialty Drone	TUC	ST2E-EN15029	V	Y	Y	15V029	Personnel	2					[Bor]	[Stf] [Pa]		Drone. 		Borg	Medical Science Security	5	5	5	While this personnel is attempting a mission, each of your unique personnel present is attributes +1.
Weyoun Scheming Negotiator	TUC	ST2E-EN15030	V	Y	Y	15V030	Personnel	2					[Dom]	[Cmd] [TN]		Commander: Tenak'talar. 		Vorta	Anthropology Diplomacy Science Treachery	2	6	4	When you play a [Dom] Treachery personnel, you may take a Jem'Hadar personnel from your discard pile and place it on the bottom of your deck.
Hikaru Sulu Loyal Captain	TUC	ST2E-EN15031	V	Y	Y	15V031	Personnel	4					[Fed]	[Cmd] [TOS] [Pa] [E]		Commander: U.S.S. Excelsior. 		Human	Archaeology Astrometrics Honor Leadership Navigation Officer	6	6	6	You may play this personnel aboard your U.S.S. Excelsior. When the ship this personnel is aboard is about to move to a mission where you command a ship, subtract 2 from the Range required.
Jake Sisko Engineer's Apprentice	TUC	ST2E-EN15032	V	Y	Y	15V032	Personnel	2					[Fed]	[DS9]				Human	Anthropology Engineer Honor Programming	6	5	5	When an event in your core is destroyed, if this personnel is equipped with a non-Hand Weapon equipment, you may download a [DS9] personnel. You may do this only once each turn.
Lance Cartwright Co-Conspirator	TUC	ST2E-EN15033	V	Y	Y	15V033	Personnel	1					[Fed]	[Cmd] [TOS] [Pa] [E]		Admiral. 		Human	Astrometrics Intelligence Leadership Officer Security Treachery	3	6	5	To play this personnel, you must destroy an event you command.
Laurence T. Stone Portmaster	TUC	ST2E-EN15034	V	Y	Y	15V034	Personnel	2					[Fed]	[Cmd] [TOS] [Pa]				Human	Diplomacy Engineer Law Leadership Officer	6	5	6	You may play this personnel at cost +3 to place up to three of your [TOS] personnel who have a cost of 1 or less on the bottom of their owner's decks.
Nog Eager Ensign	TUC	ST2E-EN15035	V	Y	Y	15V035	Personnel	2					[Fed]	[Stf] [DS9]				Ferengi	Acquisition Engineer Officer Physics	6	6	5	When an event in your core is destroyed, if this personnel is equipped with a non-Hand Weapon equipment, you may download an event. You may do this only once each turn.
Gaila Arms Dealer	TUC	ST2E-EN15036	V	Y	Y	15V036	Personnel	2					[Fer]	[Cmd]				Ferengi	Acqusition Geology Physics Programming Treachery	3	5	5	At the start of each of your turns, you may take an equipment from beneath your Ferenginar and place it in your discard pile to spend 4 additional counters this turn.
Azetbur Visionary Chancellor	TUC	ST2E-EN15037	V	Y	Y	15V037	Personnel	4					[Kli]	[Cmd] [Pa]		Chancellor. 		Klingon	Anthropology Diplomacy Exobiology Honor Law 2 Leadership	7	6	6	When this personnel uses a skill to complete a mission, you may destroy three of your Assault and/or Maneuver events to score 10 points.
Kerla Military Advisor	TUC	ST2E-EN15038	V	Y	Y	15V038	Personnel	3					[Kli]	[Cmd] [Pa]		General. 		Klingon	Astrometrics Diplomacy Officer Security	5	5	7	When you win an engagement involving this personnel, you may place him on the bottom of his owner's deck to choose one of your non-headquarters missions. The player on your left places the top card of his or her dilemma pile beneath that mission.
Annorax Temporal Architect	TUC	ST2E-EN15039	V	Y	Y	15V039	Personnel	5					[NA]	[Cmd] [AU]		Commander: Kyana's Hope.		Krenim	Anthropology 2 Engineer Leadership Physics Science 2 Treachery	1	7	5	While this personnel is aboard your non-[Fed] ship, that ship is Weapons +2. Order - Remove your Temporal event that has a cost of 3 or more from the game to name an event. Each player shuffles each copy of that event they command into its owner's deck.
Kes Experienced Ocampa	TUC	ST2E-EN15040	V	Y	Y	15V040	Personnel	4					[NA]	[Stf] [Voy]				Ocampa	Anthropology Exobiology Honor Medical Science Telepathy	7	6	4	When you play this personnel, you may discard an equipment or event from hand to make this personnel cost -2. When this personnel uses a skill to complete a [DQ] mission, each player may download a personnel with that skill.
D'Ral Mutinous Commander	TUC	ST2E-EN15041	V	Y	Y	15V041	Personnel	2					[Rom]	[Cmd]		Dissident. 		Romulan	Anthropology Engineer Officer Treachery	3	6	6	When your [Rom] personnel present is randomly selected by a dilemma, you may replace that personnel with a [Rom] personnel from hand who has the same cost as that personnel. Place the personnel you replaced in his or her owner's discard pile.
Sorus	TUC	ST2E-EN15042	V	N	Y	15V042	Personnel	2					[Rom]	[Stf]				Romulan	Engineer Programming Security Treachery	3	5	6	Order - Place this personnel on the bottom of his owner's deck to examine each opponent's hand. You may discard an event or interrupt from each examined hand.
Jonathan Archer Heroic Diplomat	TUC	ST2E-EN15043	V	Y	Y	15V043	Personnel	4					[SF]	[Cmd] [Pa]		Commander: Enterprise.		Human	Anthropology Diplomacy Exobiology Honor Leadership Navigation Officer	6	6	6	While this personnel is facing a dilemma, if you command three non-Human personnel, you may discard the top card of your deck to make each of your Humans attributes +1 until the end of that dilemma.
U.S.S. Enterprise-D Salvaged Ship	TUC	ST2E-EN15044	V	Y	Y	15V044	Ship	6					[Fer]		[Cmd] [Stf] [Stf] [Stf]		Galaxy			0	8	9	This ship is Range +2 for each [Fer] Programming personnel aboard. When your personnel complete a planet mission requiring Acquisition, if this ship is at that mission, you may score 10 points.
Kyana's Hope Temporal Weapon	TUC	ST2E-EN15045	V	Y	Y	15V045	Ship	6					[NA]	[AU]	[Cmd] [Cmd] [Stf]		Kyana			5	5	5	This ship is attributes +1 for each of your Temporal events. Order - Remove a number of your Temporal events with a total cost of 4 or more from the game to name a personnel. Each player shuffles each copy of that personnel they command into his or her owner's deck.
All-Consuming Evil	FTB	ST2E-EN16001	V	N	Y	16V001	Dilemma	2	P														Place this dilemma on top of its owner's dilemma pile. When this dilemma is placed beneath a mission by a Consume dilemma, your opponent names a skill. Randomly select a personnel that is attempting that mission with that skill to be killed.
Artificial Wormhole	FTB	ST2E-EN16002	V	N	Y	16V002	Dilemma	3	S														Your personnel cannot gain skills while facing this dilemma. Unless you have 2 Leadership and 2 Officer, or Engineer, Programming, and Cunning>33, or this ship's corresponding Commander your opponent may take a ship at a mission and place it at a different mission. That ship's Range for this turn is used.
Best Interests at Heart	FTB	ST2E-EN16003	V	N	Y	16V003	Dilemma	3	D														Randomly select three personnel. If the total cost of those personnel is 4 or less, lose 5 points and your opponent scores 5 points. Otherwise, randomly select one of those personnel to be stopped.
Bold Plan	FTB	ST2E-EN16004	V	N	Y	16V004	Dilemma	0	D							Consume: 3. 							Your opponent may return up to two dilemmas from beneath any of your non-headquarters missions to their owner's dilemma piles.
Chula: Unfortunate Roll	FTB	ST2E-EN16005	V	N	Y	16V005	Dilemma	1	D														Randomly select three personnel. If their total Integrity is odd, all three are stopped.
In-Fighting	FTB	ST2E-EN16006	V	N	Y	16V006	Dilemma	2	D														Your opponent names a skill. Unless you have three or less of that skill, randomly select a personnel with that skill to be killed.
Klingon Law	FTB	ST2E-EN16007	V	N	Y	16V007	Dilemma	2	D														Unless you have Integrity>40 or Leadership, Programming, and Cunning>28, randomly select a personnel to be stopped, and your opponent may draw a card for each Chancellor personnel and High Council Member personnel he or she commands.
Let Them Worry	FTB	ST2E-EN16008	V	N	Y	16V008	Dilemma	3	D														Unless you have 3 Honor or Medical, Physics, and Strength>28, randomly select a personnel to be stopped, and if your opponent commands 3 Shape-shifter personnel, all your personnel are stopped.
One to One	FTB	ST2E-EN16009	V	N	Y	16V009	Dilemma	2	D														Randomly select two personnel. If they both are [Cmd] or both are [Stf], they are stopped.
